mid. w2 +1 w1 w2 eos +2 eos mid. mid. -1	0 5	0 5
+3 w3 mid. ini. eos +3 w3 +2 +2 eos fin. eos rep. +1 -1 mid.	0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3	0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3
+2 mid. w1 +2 -2 rep. -2 w1 ini. eos eos w3 w3 w2 -3 -3 mid. -3	0 2 2 3 5 7 7 8 0 2 2 3 5 7 7 8 0 2 2 3 5 7 7 8	0 2 2 3 5 7 7 8 0 2 2 3 5 7 7 8 0 2 2 3 5 7 7 8
mid. w3 mid. eos ini. eos eos w1 w2 -3 +2 mid. +1 -1	0 6	0 6
w3 mid. +2 eos +2 +3 +3 -3 fin. -2 -3 mid. mid.	0 0 0 0 1 6 9 7 4 6 9 7 4 6 9 7 4 6 9 7 4 6 9 7	0 0 0 0 1 6 9 7 4 6 9 7 4 6 9 7 4 6 9 7 4 6 9 7
mid. mid. w1 rep. eos w1 eos +3 w1 eos eos fin. w3 -2 -1 +1 -2	0 8 8 9	0 8 8 9
+3 +2 +1 +2 w3 eos ini. eos eos +2 +1 -2 -1 -2	0 3 5	0 3 5
+2 w3 mid. eos eos w1 w1 -2 w2 eos -1 +1 mid. -1	0 2 6 6 7 5 5 6 6 7 5 5 6 6 7 5 5 6 6 7 5 5 6 6	0 2 6 6 7 5 5 6 6 7 5 5 6 6 7 5 5 6 6 7 5 5 6 6
w1 -1 +1 +1 w3 +1 +3 w1 w3 +3 rep. ini. -2 eos -3 -2 -2 mid.	0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1	0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1
w3 -1 -2 eos w3 -2 +2 eos +1 +1 -2 fin. +1 ini. mid. +1 mid.	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0
w3 w1 w2 +3 w3 rep. -3 w2 ini. -3 w3 fin. eos eos mid. +1 mid.	0 0 0 0 1 1 2 2 2 3 6 3 6 3 6 3 6 3 6 3 6 3 6 3	0 0 0 0 1 1 2 2 2 3 6 3 6 3 6 3 6 3 6 3 6 3 6 3
mid. +2 w1 w1 +3 -1 eos -3 rep. rep. fin. w1 w3 eos -1 mid. -1	0 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8	0 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
mid. w1 w3 rep. fin. w3 +2 +3 w1 eos w2 fin. w3 w2 -1	0 7 10 10 10 11 14 13 13 13 14 13 13 13 14 13 13 13 14 13 13 13 14 13	0 7 10 10 10 11 14 13 13 13 14 13 13 13 14 13 13 13 14 13 13 13 14 13
mid. +1 w2 w1 w1 +3 +3 w1 eos -1 w3 +1 mid.	0 6 9 8	0 6 9 8
w2 +3 +2 -1 eos eos w3 eos +3 -2 eos +3 fin. -1 w3 mid.	0 0 0 1 4	0 0 0 1 4
mid. -1 -1 ini. rep. w2 -3 -1 +1 +1 w2 eos ini. +3 -3 w3 -2	0 8 9 10 10 10 11	0 8 9 10 10 10 11
+1 +2 +1 +1 eos -3 fin. eos w3 +1 fin. +2 w2 mid.	0 1 3 4	0 1 3 4
w1 w1 mid. w1 eos w2 rep. -2 -2 mid. -2	0 0 1 1 2 5 5 5 6 6 6 7 5 5 5 6 6 6 7 5 5 5 6 6	0 0 1 1 2 5 5 5 6 6 6 7 5 5 5 6 6 6 7 5 5 5 6 6
w3 -1 +3 -2 -1 eos +1 -3 eos +1 eos -2 -1 w2 +1 mid.	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0
mid. +2 w3 w2 +3 +1 eos -2 w2 ini. eos w3 -1 ini. eos +1 +1 -3 -3	0 9 0 9 0 9 0 9 0 9 0 9 0 9 0 9 0 9 0 9 0 9 0 9	0 9 0 9 0 9 0 9 0 9 0 9 0 9 0 9 0 9 0 9 0 9 0 9
+2 w3 w1 rep. eos +2 fin. +3 fin. mid. mid. mid.	0 2 2 3 3 4	0 2 2 3 3 4
w1 w3 w3 -1 rep. +3 eos -3 +1 +2 mid. -3	0 0 1 1 1 1 2 2 2 2 3 2 2 2 2 3 2 2 2 2 3 2 2 2	0 0 1 1 1 1 2 2 2 2 3 2 2 2 2 3 2 2 2 2 3 2 2 2
w1 +3 -1 w1 rep. +2 w3 fin. +2 eos w3 w3 -3	0 0 1 4 7 12 9	0 0 1 4 7 12 9
w1 +3 mid. +3 fin. eos +3 ini. -1 w2 +1 -2	0 0 1 4 11 9 9 9 10 11 9 9 9 10 11 9 9 9 10 11 9 9 9 10	0 0 1 4 11 9 9 9 10 11 9 9 9 10 11 9 9 9 10 11 9 9 9 10
mid. w1 mid. -2 -3 fin. ini. fin. eos w1 -1 eos +2 w1 -3	0 7 14 11	0 7 14 11
+2 -1 mid. w2 -3 fin. w2 -2 +2 -1 fin. w1 eos eos +1 +1 -3	0 2 8 10 16 13	0 2 8 10 16 13
+2 +3 +1 eos eos -2 eos ini. -2 -3 mid.	0 2 3	0 2 3
mid. w2 w2 -1 +2 fin. -1 +1 eos w2 rep. eos +1 eos w1 +1 -2 mid.	0 8	0 8
+1 mid. mid. -1 fin. +3 +1 eos -2 rep. w3 w2 -1 +1 -2 -1 mid. mid.	0 1 8 6 7	0 1 8 6 7
w2 +3 mid. ini. rep. eos fin. ini. w1 w2 -3	0 0 0 1 4 7 0 0 0 1 4 7 0 0 0 1 4 7 0 0 0 1 4 7	0 0 0 1 4 7 0 0 0 1 4 7 0 0 0 1 4 7 0 0 0 1 4 7
+3 w2 w1 fin. +1 rep. fin. -2 w2 -3 -1 fin. eos +2 w3 -2 -2 mid.	0 3 17 8 8 8 9 6 17 8 8 8 9 6 17 8 8 8 9 6 17 8 8 8	0 3 17 8 8 8 9 6 17 8 8 8 9 6 17 8 8 8 9 6 17 8 8 8
w1 +1 +3 -3 +2 w3 w2 +1 w3 eos fin. -1 rep. ini. +2 +1 -1	0 0 1 2 5 5 5 5 6 6 6 7 8 8 8 8 9	0 0 1 2 5 5 5 5 6 6 6 7 8 8 8 8 9
w3 w1 -2 -1 +1 w3 w2 ini. ini. +3 +2 -1 w1 +2 ini. w1 w2 -3	0 0 0 0 1 1 2 0 0 0 0 1 1 2 0 0 0 0 1 1 2 0 0 0	0 0 0 0 1 1 2 0 0 0 0 1 1 2 0 0 0 0 1 1 2 0 0 0
w3 w3 -2 eos +3 w1 w3 w2 +3 +3 eos -3 eos -3 +1 mid. mid.	0 0 0 0 1 1 1 1 2 0 0 0 0 1 1 1 1 2 0 0 0 0 1 1	0 0 0 0 1 1 1 1 2 0 0 0 0 1 1 1 1 2 0 0 0 0 1 1
+2 mid. w1 ini. eos eos -2 w1 w1 eos -1 rep. w1 ini. +2 +1 -2 w3 w1 -3	0 2 2 3 0 2 2 3 0 2 2 3 0 2 2 3 0 2 2 3 0 2 2 3	0 2 2 3 0 2 2 3 0 2 2 3 0 2 2 3 0 2 2 3 0 2 2 3
w2 +3 w1 eos eos eos -3 -3 +2 mid. -2 mid.	0 0 0 1 4	0 0 0 1 4
+3 mid. +1 eos -3 rep. -3 -2 eos rep. ini. -2 w2 w2 -3	0 3	0 3
+1 w1 w1 ini. -1 w1 +1 w2 +2 eos eos ini. w3 eos +1 rep. -2 +2 -1 mid.	0 1 1 2 2 3 0 1 1 2 2 3 0 1 1 2 2 3 0 1 1 2 2 3	0 1 1 2 2 3 0 1 1 2 2 3 0 1 1 2 2 3 0 1 1 2 2 3
w2 mid. -1 +3 -2 eos w3 -2 rep. ini. w3 w2 mid. -2	0 0 0 1 6 6 6 6 7 5	0 0 0 1 6 6 6 6 7 5
w3 mid. -1 rep. -2 -1 +3 eos w1 mid. w1 -2	0 0 0 0 1 5 4 2 1 5 4 2 1 5 4 2 1 5 4 2 1 5 4 2	0 0 0 0 1 5 4 2 1 5 4 2 1 5 4 2 1 5 4 2 1 5 4 2
+2 +2 mid. w2 eos w1 w3 eos -3 eos rep. -2 +3 w1 w3 w3 w2 -3	0 2 8 5 5 6 6 6 6 7	0 2 8 5 5 6 6 6 6 7
w1 mid. -2 eos +1 -3 +2 eos -1 +2 rep. eos -2 +1 rep. -3 w3 -3	0 0 1 8 7	0 0 1 8 7
mid. w3 w2 ini. ini. w2 w2 -1 ini. +2 eos w3 eos +3 mid. +1 mid.	0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8	0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8
mid. -1 mid. eos eos eos eos fin. -2 mid. -1	0 5	0 5
mid. w2 mid. w3 -3 -1 ini. +2 +1 w2 eos -1 +1 +1 ini. +1 +1 mid. -2	0 9 9 9 10	0 9 9 9 10
w1 -1 +1 eos fin. eos +3 eos +1 +1 -2	0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1	0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1
mid. w3 w3 +1 -2 +1 +1 -1 +2 -1 +2 -2 mid.	0 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6	0 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6 7 6
w1 +1 w3 -3 -2 w3 +2 +3 ini. eos -1 eos -3 -3 +1 mid. mid. -1	0 0 1 2 2 2 2 3 0 0 1 2 2 2 2 3 0 0 1 2 2 2 2 3	0 0 1 2 2 2 2 3 0 0 1 2 2 2 2 3 0 0 1 2 2 2 2 3
w2 +2 w2 -2 -1 +3 w3 fin. fin. -3 eos w3 fin. -1 -1 -1 -2	0 0 0 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1	0 0 0 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1
w1 w2 mid. eos eos +1 eos eos ini. w1 -2 mid.	0 0 1 1 1 2 5 6	0 0 1 1 1 2 5 6
w1 -1 mid. +1 +1 ini. w3 +1 eos w2 +1 w2 -1	0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1	0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1
+2 w1 w3 fin. +1 +3 w2 rep. w2 -2 +3 ini. eos w3 w3 -2 fin. -1 -3 mid.	0 2 2 2 2 3 19 9 7 5 8 8 8 9 7 5 8 8 8 9 7 5 8 8	0 2 2 2 2 3 19 9 7 5 8 8 8 9 7 5 8 8 8 9 7 5 8 8
+2 +2 w2 w1 eos +3 eos eos +2 +1 -3	0 2 2 2 3 3 4	0 2 2 2 3 3 4
w2 w2 w1 eos rep. +1 ini. -2 eos eos -2 eos rep. -3 eos w2 w3 mid. -1	0 0 0 1 1 1 2 2 3	0 0 0 1 1 1 2 2 3
w2 +3 w3 -2 w1 +2 rep. +2 fin. ini. w1 ini. -1 w3 mid.	0 0 0 1 4 4 5 7 9 0 0 0 1 4 4 5 7 9 0 0 0 1 4 4	0 0 0 1 4 4 5 7 9 0 0 0 1 4 4 5 7 9 0 0 0 1 4 4
+1 mid. +1 eos w3 w1 eos fin. -3 -2 +1 ini. +1 +1 -2	0 1 7 14 12 13 14 12 13 14 12 13 14 12 13 14 12 13 14 12 13 14 12 13	0 1 7 14 12 13 14 12 13 14 12 13 14 12 13 14 12 13 14 12 13 14 12 13
mid. +1 mid. +1 eos +3 w2 fin. w2 w2 +3 +2 w1 +2 w3 -3	0 7 15 12 12 13 15 12 12 13 15 12 12 13 15 12 12 13 15 12 12 13 15 12	0 7 15 12 12 13 15 12 12 13 15 12 12 13 15 12 12 13 15 12 12 13 15 12
mid. +1 +1 eos +3 w2 +3 w3 -3 +1 -3 mid. -3	0 6 9 10 7 7 7 7 8 5 5 5 6 9 10 7 7 7 7 8 5 5 5 6	0 6 9 10 7 7 7 7 8 5 5 5 6 9 10 7 7 7 7 8 5 5 5 6
w3 -1 w3 fin. +2 +1 -2 +3 +3 ini. +1 w1 w3 +3 -1 ini. w1 -1 mid.	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0
w1 w3 mid. +2 +2 eos +1 eos -2 +2 fin. -1 w2 -2 eos eos fin. mid. w1 -2	0 0 1 1 1 1 2 9 11 10 19 17 9 11 10 19 17 9 11 10 19 17 9 11	0 0 1 1 1 1 2 9 11 10 19 17 9 11 10 19 17 9 11 10 19 17 9 11
w2 w1 -2 +1 -3 +2 -2 -1 eos w1 w1 ini. w1 eos eos -2 eos w2 w2 -1	0 0 0 1 1 2 0 0 0 1 1 2 0 0 0 1 1 2 0 0 0 1 1 2	0 0 0 1 1 2 0 0 0 1 1 2 0 0 0 1 1 2 0 0 0 1 1 2
w1 +3 +3 +1 w1 +3 eos -3 +1 w1 -1 +1 -3 mid.	0 0 1 4 4 5 8 9 9 10 9 9 10 9 9 10 9 9 10 9 9 10 9 9	0 0 1 4 4 5 8 9 9 10 9 9 10 9 9 10 9 9 10 9 9 10 9 9
w1 mid. -1 w3 eos ini. w1 -1 +1 eos +1 -1 -2 -1	0 0 1 6 6 7 6 6 7 6 6 7 6 6 7 6 6 7 6 6 7 6 6 7	0 0 1 6 6 7 6 6 7 6 6 7 6 6 7 6 6 7 6 6 7 6 6 7
w3 w3 mid. +1 -1 eos eos eos w1 -2 rep. w2 rep. +2 -2 +2 eos w1 w3 mid.	0 0 0 0 1 1 1 1 2 9 7	0 0 0 0 1 1 1 1 2 9 7
mid. +2 mid. fin. rep. w2 -1 w2 w3 +2 -1 rep. w1 eos -3 w3 mid. w2 -2	0 9 11 13	0 9 11 13
+3 mid. -2 -3 fin. fin. eos eos -2 -1 w3 +1 -2	0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3	0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3
mid. +3 +1 eos eos eos ini. eos w2 -3 -1 -1 eos +2 -2 -3	0 7	0 7
w2 +3 +2 +1 +1 eos +3 w3 +3 eos -3 eos +3 w2 mid. -3	0 0 0 1 4 5	0 0 0 1 4 5
w2 -1 w3 eos eos -3 -1 rep. eos w2 w3 w3 w3 w1 -2	0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1	0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1
w3 +3 +1 w3 eos rep. fin. +3 +2 w2 ini. -1 mid. mid.	0 0 0 0 1 4	0 0 0 0 1 4
mid. w1 w1 +3 -2 rep. eos w1 -1 w3 fin. eos -3 w2 +1 mid.	0 7 7 8 7 7 8 7 7 8 7 7 8 7 7 8 7 7 8 7 7 8 7 7	0 7 7 8 7 7 8 7 7 8 7 7 8 7 7 8 7 7 8 7 7 8 7 7
w3 +3 mid. eos w1 eos rep. w3 -1 -1 -2	0 0 0 0 1 4 4 5	0 0 0 0 1 4 4 5
mid. w1 -1 eos ini. w2 eos -1 eos -2 w3 mid.	0 5 5 5 6	0 5 5 5 6
mid. -1 +3 +3 +2 w1 eos +2 w1 w3 ini. rep. +2 +1 -1 +1 -3 w1 -1 -3	0 9 9 9 9 10 0 9 9 9 9 10 0 9 9 9 9 10 0 9 9 9 9 10	0 9 9 9 9 10 0 9 9 9 9 10 0 9 9 9 9 10 0 9 9 9 9 10
w3 -1 w2 w1 +3 +1 +3 +1 rep. fin. rep. eos w3 -1 -3	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0
w3 mid. mid. fin. eos -2 -1 w1 w3 w2 +1 -2 mid.	0 0 0 0 1 6 5 3 12 6 5 3 12 6 5 3 12 6 5 3 12 6 5 3	0 0 0 0 1 6 5 3 12 6 5 3 12 6 5 3 12 6 5 3 12 6 5 3
fin. w1 +3 w3 -2 -3 w3 ini. -2 -3 ini. +3 -2 -2 -2 +2 -2 -2	0 17 15 17 15 17 15 17 15 17 15 17 15 17 15 17 15 17 15 17 15 17 15 17	0 17 15 17 15 17 15 17 15 17 15 17 15 17 15 17 15 17 15 17 15 17 15 17
mid. w2 w1 ini. ini. w3 rep. rep. eos +3 -1 rep. rep. rep. +2 -3 -2 -1 -1	0 9 12 15 12 9 12 15 12 9 12 15 12 9 12 15 12 9 12 15 12 9 12 15	0 9 12 15 12 9 12 15 12 9 12 15 12 9 12 15 12 9 12 15 12 9 12 15
mid. -1 -1 -2 eos +2 w3 eos eos w1 +1 -2 w3 -3	0 6 6 6 6 7	0 6 6 6 6 7
+3 w1 -1 eos fin. eos eos ini. +3 eos fin. eos mid. w1 mid.	0 3	0 3
w1 w2 w3 +3 eos eos +1 eos -3 eos eos +1 -1 -3	0 0 1 1 1 2 2 2 2 3 6 7	0 0 1 1 1 2 2 2 2 3 6 7
w1 +1 +3 +2 +1 w3 +3 fin. fin. eos -2 eos -1 w2 -3 rep. w3 w1 -2 mid.	0 0 1 2 5 5 5 5 6 9	0 0 1 2 5 5 5 5 6 9
mid. mid. +3 +1 +2 +2 -1 -3 w2 mid. -2	0 5 7 4 6 5 7 4 6 5 7 4 6 5 7 4 6 5 7 4 6 5 7 4	0 5 7 4 6 5 7 4 6 5 7 4 6 5 7 4 6 5 7 4 6 5 7 4
mid. w2 mid. rep. w2 rep. +2 w2 -1 eos w1 w1 -2	0 6 8 7 7 7 8 7 7 7 8 7 7 7 8 7 7 7 8 7 7 7 8 7	0 6 8 7 7 7 8 7 7 7 8 7 7 7 8 7 7 7 8 7 7 7 8 7
mid. w2 -2 eos -1 eos -1 eos -3 mid. mid.	0 5	0 5
+3 w2 mid. rep. +1 fin. +3 -2 eos w1 eos w2 w2 +3 eos +2 +1 +2 mid. mid.	0 3 6 9 9 10	0 3 6 9 9 10
+1 -1 +2 w3 rep. fin. -1 fin. eos -3 eos +3 rep. +2 mid. mid.	0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1	0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 1
mid. w2 +1 fin. w3 +2 -3 ini. eos w2 eos -1 +2 w1 fin. +2 -2 -3	0 8	0 8
mid. mid. w1 +2 ini. w2 -2 w2 eos -3 ini. w2 +1 -2 -3	0 7 7 7 8	0 7 7 7 8
w3 +1 mid. rep. w2 +1 -3 w1 +3 w1 eos +3 eos -2 mid. -1	0 0 0 0 1 2 7 7 8 11 14 7 7 8 11 14 7 7 8 11 14 7 7 8	0 0 0 0 1 2 7 7 8 11 14 7 7 8 11 14 7 7 8 11 14 7 7 8
w2 +1 w3 ini. +3 +3 -2 +3 rep. w2 +1 -1 w2 rep. rep. -2 -3 w1 -3	0 0 0 1 2 2 2 2 3 0 0 0 1 2 2 2 2 3 0 0 0 1 2 2	0 0 0 1 2 2 2 2 3 0 0 0 1 2 2 2 2 3 0 0 0 1 2 2
w2 mid. +2 w1 +3 eos +2 ini. eos fin. eos -3 mid. -1	0 0 0 1 6 8	0 0 0 1 6 8
w2 mid. +1 +1 -3 eos eos ini. +3 fin. -1 w3 +2 w1 mid.	0 0 0 1 7 0 0 0 1 7 0 0 0 1 7 0 0 0 1 7 0 0 0 1	0 0 0 1 7 0 0 0 1 7 0 0 0 1 7 0 0 0 1 7 0 0 0 1
w2 w1 +1 eos -3 +3 ini. +2 eos +1 w1 mid.	0 0 0 1 1 2 3	0 0 0 1 1 2 3
+3 w1 +2 w3 eos +3 eos rep. +1 -3 -3	0 3 3 3 3 4	0 3 3 3 3 4
mid. mid. -2 fin. eos -2 eos fin. +2 mid. -2 -2	0 5 3 11 9 5 3 11 9 5 3 11 9 5 3 11 9 5 3 11 9 5 3 11	0 5 3 11 9 5 3 11 9 5 3 11 9 5 3 11 9 5 3 11 9 5 3 11
w1 w3 mid. +3 -2 +3 eos +2 -2 w3 w1 +3 w1 mid. mid. mid.	0 0 1 1 1 1 2 7 9 9 9 9 10 10 11 14 7 9 9 9 9 10 10 11	0 0 1 1 1 1 2 7 9 9 9 9 10 10 11 14 7 9 9 9 9 10 10 11
+2 w3 mid. -1 ini. w3 eos ini. -3 ini. eos -3 w3 mid. mid.	0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7	0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7 0 2 7
+2 w3 -1 w1 +1 +2 -3 -3 -3 eos +2 +2 -2 -3 mid.	0 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1	0 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1
+1 w2 mid. eos eos eos ini. eos -1 w2 -1	0 1 1 1 2 5	0 1 1 1 2 5
+3 +3 mid. eos +2 -1 eos ini. +3 -3 w1 -2 -2 w3 w3 w3 mid.	0 3	0 3
+1 mid. mid. w3 +2 eos +2 +1 w2 w3 mid.	0 1 5	0 1 5
+2 +3 -2 ini. eos rep. ini. -3 rep. rep. -3 ini. -1 w3 mid.	0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2	0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2
mid. w2 +3 eos rep. w2 fin. eos mid. w2 -3	0 5 5 5 6 10 7	0 5 5 5 6 10 7
w2 +2 mid. rep. +3 eos fin. eos w2 eos -2 w2 w2 w2 +1 -3	0 0 0 1 3 5	0 0 0 1 3 5
mid. mid. -1 +1 w1 -1 -2 +3 w2 +3 w2 -3 w2 w1 -1 -2	0 7 10 10 10 11 8 8 8 9 12 12 12 13 13 14 13 13 14 13 13 14 13 13	0 7 10 10 10 11 8 8 8 9 12 12 12 13 13 14 13 13 14 13 13 14 13 13
mid. w3 w1 fin. -3 w1 eos -1 -1 -1 -3 -2 eos rep. +1 w3 mid.	0 8 7 6	0 8 7 6
mid. +1 +3 -1 eos rep. +1 +3 +1 +1 mid. w1 -1	0 6 7 10 6 7 10 6 7 10 6 7 10 6 7 10 6 7 10 6 7 10 6 7	0 6 7 10 6 7 10 6 7 10 6 7 10 6 7 10 6 7 10 6 7 10 6 7
w2 +1 +2 -3 eos -2 fin. -1 w1 w1 ini. eos +2 w1 -3 -2	0 0 0 1 2 4	0 0 0 1 2 4
+2 +3 -2 w1 fin. -3 -1 -3 -1 ini. w1 -1 eos fin. eos eos +1 mid. w2 mid.	0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2	0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2
mid. -1 +3 +1 w3 ini. fin. w3 eos -3 rep. -1 rep. +2 -2 w2 w3 -1 w3 -2	0 9 6 19 17 16 16 16 16 17 16 16 16 16 17 16 16 16 16 17 16 16 16 16	0 9 6 19 17 16 16 16 16 17 16 16 16 16 17 16 16 16 16 17 16 16 16 16
+2 mid. mid. w1 -1 +3 eos -2 w3 rep. fin. fin. w1 eos mid. mid. mid.	0 2 8 8 8 8 9 9 9 9 10 16 8 8 8 8 9 9 9 9 10 16 8 8	0 2 8 8 8 8 9 9 9 9 10 16 8 8 8 8 9 9 9 9 10 16 8 8
w1 -1 +2 rep. -3 ini. ini. eos -1 w2 +1 rep. w3 +1 -2	0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1	0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1
+2 +2 mid. w3 fin. +1 -3 w1 -2 eos -2 w2 -2 w2 ini. w2 w1 -2 mid.	0 2 9	0 2 9
w2 w3 +1 fin. rep. +3 eos -3 rep. -1 +1 mid.	0 0 0 1 1 1 1 2 3 11 5 8 11 5 8 11 5 8 11 5 8 11 5 8	0 0 0 1 1 1 1 2 3 11 5 8 11 5 8 11 5 8 11 5 8 11 5 8
+1 +1 w1 ini. eos eos w1 +2 ini. +3 +1 fin. fin. -2 w3 -2 w2 w1 -1	0 1 2 2 3 0 1 2 2 3 0 1 2 2 3 0 1 2 2 3 0 1 2 2	0 1 2 2 3 0 1 2 2 3 0 1 2 2 3 0 1 2 2 3 0 1 2 2
w2 +3 +1 eos -2 -3 -1 -2 eos mid. +1 -1	0 0 0 1 4 2 3	0 0 0 1 4 2 3
mid. w1 mid. rep. w1 eos w1 +1 w2 +3 w3 -2 -2 -3 fin. -3 w2 -2	0 8 8 8 9 12 10 10 10 10 11 9 12 10 10 10 10 11 9 12 10 10 10 10	0 8 8 8 9 12 10 10 10 10 11 9 12 10 10 10 10 11 9 12 10 10 10 10
w2 +1 w1 eos -1 -1 fin. eos -2 +2 -2 mid.	0 0 0 1 2 2 3	0 0 0 1 2 2 3
mid. mid. +2 +1 +3 -1 -2 w2 w1 rep. +1 -1 fin. -1 +3 +3 mid. mid. -1	0 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9	0 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
mid. mid. -2 ini. eos eos rep. rep. w2 +3 w2 mid. -1	0 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6	0 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6
+1 w3 mid. +2 eos -1 eos -1 mid. -1 -2	0 1 1 1 1 2 5 4	0 1 1 1 1 2 5 4
mid. +2 w2 rep. eos w1 w3 eos w1 w1 mid. -3 -1	0 6 6 6 6 7	0 6 6 6 6 7
w2 +3 +2 -2 fin. -2 rep. +3 fin. fin. +1 rep. w2 eos ini. eos eos +2 -2 -1	0 0 0 1 4 19 18 16	0 0 0 1 4 19 18 16
w3 mid. mid. w1 w1 +3 +1 -2 w3 eos eos -3 rep. eos mid. -1 -3	0 0 0 0 1 8 8 8 8 9	0 0 0 0 1 8 8 8 8 9
w2 +1 +1 +2 fin. w1 ini. fin. -1 +2 -3 eos w1 +2 -2 -3 -2 w1 -3	0 0 0 1 2 3 5 5 6 0 0 0 1 2 3 5 5 6 0 0 0 1 2 3	0 0 0 1 2 3 5 5 6 0 0 0 1 2 3 5 5 6 0 0 0 1 2 3
w3 mid. w2 +2 +2 eos eos w3 rep. +3 +2 -2 fin. eos -3 rep. mid. -3 -1	0 0 0 0 1 9 12 18 17 14 11 9 12 18 17 14 11 9 12 18 17 14 11 9	0 0 0 0 1 9 12 18 17 14 11 9 12 18 17 14 11 9 12 18 17 14 11 9
w2 mid. mid. -2 eos -3 +1 -1 +1 +1 +1 +3 w2 +2 +2 mid. -2	0 0 0 1 8 9 10 11 14 16 14 16 14 16 14 16 14 16 14 16 14 16 14 16	0 0 0 1 8 9 10 11 14 16 14 16 14 16 14 16 14 16 14 16 14 16 14 16
w1 -1 w1 fin. eos fin. w2 eos w3 w2 eos eos -3 -1 mid. mid.	0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1	0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1 0 0 1
+1 mid. w3 -2 w3 +2 ini. fin. w1 +2 w2 eos w3 +3 +2 w2 w3 -3 w3 mid.	0 1 9 11	0 1 9 11
